,Price,Schoolname,Distance to school,School-grades,Trivsel,Boligtype,Energy-classification,Radon,Kommuneskat,Grundskyldspromillen,Kommune tekst,Liggetid,m2,Ejerudgift,Elevator,Rooms,Build,Toilets,Altan,Terasse,Postal code,link,Grund,Toilet
"Sct Knuds Alle 9F,6740",1.898.000 kr.,Bakkevejens Skole,223 m,Ikke oplyst,Ikke oplyst,Rækkehus,Energimærke A2010,Lav,"25,8%","25,29‰.","Der er 115.459 indbyggere i Esbjerg Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 25,29‰.",Til salg i alt: 26 dage,107 m²,Ejerudg.: 947 kr/md,,3 værelser,Opført 2016,1 toilet,,,6740,https://www.boligsiden.dk/addresses/98da5800-c30f-42a5-8869-9096591032bd,Grund: 222 m²,
"Brårupvej 67,7800",1.100.000 kr.,Brårup Skole,236 m,7.1,3.8,Villa,Energimærke C,Mellem,"25,5%","20,68‰.","Der er 45.078 indbyggere i Skive Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 20,68‰.",Til salg i alt: 26 dage,181 m²,Ejerudg.: 1.276 kr/md,,4 værelser,Opført 1917,2 toiletter,,,7800,https://www.boligsiden.dk/addresses/0a3f50c5-8b8e-32b8-e044-0003ba298018,Grund: 673 m²,
"Fjordvej 4,9280",1.595.000 kr.,Mou Skole,433 m,6.5,3.7,Villa,Energimærke B,Lav,"25,4%","26,95‰.","Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",Til salg i alt: 26 dage,169 m²,Ejerudg.: 2.358 kr/md,,4 værelser,Opført 1927,2 toiletter,,,9280,https://www.boligsiden.dk/addresses/0a3f50c9-009e-32b8-e044-0003ba298018,Grund: 752 m²,
"Tårupvej 20,5591",1.095.000 kr.,Gelsted Skole,455 m,5.9,3.8,Villa,Energimærke C,Mellem,"25,8%","21,29‰.","Der er 39.603 indbyggere i Middelfart Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 21,29‰.",Til salg i alt: 340 dage,120 m²,Ejerudg.: 1.360 kr/md,,4 værelser,Opført 1964,1 toilet,,,5591,https://www.boligsiden.dk/addresses/0a3f50b2-9620-32b8-e044-0003ba298018,Grund: 720 m²,
"Heldagervej 4,2650",5.595.000 kr.,Frydenhøjskolen,236 m,6.7,3.7,Villa,Energimærke C,Høj,"25,4%","29,7‰.","Der er 53.267 indbyggere i Hvidovre Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 29,7‰.",Til salg i alt: 26 dage,186 m²,Ejerudg.: 4.057 kr/md,,6 værelser,Opført 1970,2 toiletter,,,2650,https://www.boligsiden.dk/addresses/0a3f50a5-61d2-32b8-e044-0003ba298018,Grund: 520 m²,
"Mirabellevej 3,4681",3.395.000 kr.,Herfølge Skole,775 m,6.8,3.7,Villa,Energimærke C,Mellem,"25,26%","21,04‰.","Der er 61.718 indbyggere i Køge Kommune. Kommuneskatten er på 25,26% og grundskyldspromillen på 21,04‰.",Til salg i alt: 26 dage,136 m²,Ejerudg.: 2.606 kr/md,,4 værelser,Opført 1978,2 toiletter,,,4681,https://www.boligsiden.dk/addresses/0a3f50ab-7bf7-32b8-e044-0003ba298018,Grund: 783 m²,
"Johannes Ewalds Vej 112,8230",3.695.000 kr.,Gammelgaardsskolen,797 m,7.9,3.8,Rækkehus,Energimærke B,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 219 dage,116 m²,Ejerudg.: 3.006 kr/md,,4 værelser,Opført 1982,1 toilet,,,8230,https://www.boligsiden.dk/addresses/0a3f50c3-4fae-32b8-e044-0003ba298018,Grund: 378 m²,
"Taastrup Hovedgade 45A, 2. th.,2630",1.895.000 kr.,Borgerskolen,"1,2 km",6.6,3.7,Ejerlejlighed,Energimærke D,Høj,"24,6%","24,4‰.","Der er 53.053 indbyggere i Høje-Taastrup Kommune. Kommuneskatten er på 24,6% og grundskyldspromillen på 24,4‰.",Til salg i alt: 26 dage,68 m²,Ejerudg.: 4.712 kr/md,Elevator: Nej,3 værelser,Opført 1962,1 toilet,Altan: Nej,Terrasse: Nej,2630,https://www.boligsiden.dk/addresses/0a3f50a5-c578-32b8-e044-0003ba298018,,
"Fasanvej 2D,9530",2.095.000 kr.,Karensmindeskolen,"1,38 km",8,3.8,Villa,Energimærke C,Lav,"25,33%","26,09‰.","Der er 30.646 indbyggere i Rebild Kommune. Kommuneskatten er på 25,33% og grundskyldspromillen på 26,09‰.",Til salg i alt: 250 dage,152 m²,Ejerudg.: 1.876 kr/md,,5 værelser,Opført 1972,2 toiletter,,,9530,https://www.boligsiden.dk/addresses/0a3f50c9-5e22-32b8-e044-0003ba298018,Grund: 831 m²,
"Engbovej 110,2610",3.395.000 kr.,Tinderhøj Skole,426 m,6.2,3.6,Rækkehus,Energimærke B,Høj,"25,7%","30,8‰.","Der er 41.382 indbyggere i Rødovre Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 30,8‰.",Til salg i alt: 26 dage,95 m²,Ejerudg.: 3.274 kr/md,,4 værelser,Opført 1959,1 toilet,,,2610,https://www.boligsiden.dk/addresses/0a3f50a6-882f-32b8-e044-0003ba298018,Grund: 220 m²,
"Vestermarken 11,6360",995.000 kr.,Tinglev Skole,594 m,6.7,3.6,Villa,Energimærke D,Mellem,"25,6%","18,9‰.","Der er 58.693 indbyggere i Aabenraa Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 18,9‰.",Til salg i alt: 134 dage,113 m²,Ejerudg.: 1.258 kr/md,,5 værelser,Opført 1972,2 toiletter,,,6360,https://www.boligsiden.dk/addresses/0a3f50b7-e981-32b8-e044-0003ba298018,Grund: 802 m²,
"Søtoften 16,2680",6.495.000 kr.,Uglegårdsskolen,789 m,7.8,3.8,Villa,Energimærke C,Mellem,"24,9%","20,95‰.","Der er 23.794 indbyggere i Solrød Kommune. Kommuneskatten er på 24,9% og grundskyldspromillen på 20,95‰.",Til salg i alt: 26 dage,147 m²,Ejerudg.: 4.271 kr/md,,3 værelser,Opført 1997,1 toilet,,,2680,https://www.boligsiden.dk/addresses/0a3f50ac-6c02-32b8-e044-0003ba298018,Grund: 693 m²,
"Vandværksvej 12,4800",3.395.000 kr.,Nordbyskolen,798 m,7.4,3.8,Villa,Energimærke C,Høj,"25,8%","32,34‰.","Der er 60.310 indbyggere i Guldborgsund Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 32,34‰.",Til salg i alt: 26 dage,136 m²,Ejerudg.: 1.740 kr/md,,4 værelser,Opført 1972,2 toiletter,,,4800,https://www.boligsiden.dk/addresses/0a3f50b0-50a1-32b8-e044-0003ba298018,Grund: 865 m²,
"Thomasmindeparken 62B,9440",2.745.000 kr.,Aabybro Skole,"1,12 km",7.4,3.8,Ejerlejlighed,Energimærke B,Meget lav,"25,7%","32,85‰.","Der er 38.187 indbyggere i Jammerbugt Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 32,85‰.",Til salg i alt: 26 dage,148 m²,Ejerudg.: 2.223 kr/md,Elevator: Nej,5 værelser,Opført 2009,2 toiletter,Altan: Nej,Terrasse: Nej,9440,https://www.boligsiden.dk/addresses/39ff92cd-f30f-0991-e044-0003ba298018,,
"Egemosevej 52B,4174",1.995.000 kr.,Vigersted Skole,"2,62 km",6.9,3.6,Villa,Energimærke D,Meget høj,"26,1%","24,74‰.","Der er 35.141 indbyggere i Ringsted Kommune. Kommuneskatten er på 26,1% og grundskyldspromillen på 24,74‰.",Til salg i alt: 26 dage,125 m²,Ejerudg.: 1.766 kr/md,,4 værelser,Opført 1974,2 toiletter,,,4174,https://www.boligsiden.dk/addresses/0a3f50ae-2d4c-32b8-e044-0003ba298018,Grund: 858 m²,
"Syvagervej 1,6560",2.975.000 kr.,Ungeuniverset-Vojens,"10,29 km",6.3,3.6,Villa,Energimærke D,Høj,"26,3%","24,36‰.","Der er 55.340 indbyggere i Haderslev Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 24,36‰.",Til salg i alt: 26 dage,227 m²,Ejerudg.: 2.073 kr/md,,6 værelser,Opført 1932,3 toiletter,,,6560,https://www.boligsiden.dk/addresses/0a3f50b8-1dbc-32b8-e044-0003ba298018,Grund: 18051 m²,
"Gammel Køge Landevej 787A,2660",3.295.000 kr.,Brøndby Strand Skole - Dyringparken,"1,1 km",5.9,3.7,Villa,Energimærke D,Høj,"24,3%","20,5‰.","Der er 35.651 indbyggere i Brøndby Kommune. Kommuneskatten er på 24,3% og grundskyldspromillen på 20,5‰.",Til salg i alt: 26 dage,154 m²,Ejerudg.: 3.152 kr/md,,6 værelser,Opført 1922,2 toiletter,,,2660,https://www.boligsiden.dk/addresses/0a3f50a3-570b-32b8-e044-0003ba298018,Grund: 700 m²,
"Landlystvej 53, 2. tv.,2650",2.600.000 kr.,Holmegårdsskolen,285 m,7.1,3.6,Ejerlejlighed,Energimærke C,Høj,"25,4%","29,7‰.","Der er 53.267 indbyggere i Hvidovre Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 29,7‰.",Til salg i alt: 26 dage,74 m²,Ejerudg.: 4.592 kr/md,Elevator: Nej,3 værelser,Opført 1987,1 toilet,Altan: Ja,Terrasse: Nej,2650,https://www.boligsiden.dk/addresses/0a3f50a5-7c30-32b8-e044-0003ba298018,,
"Nørre Tranders Vej 20,9000",5.498.000 kr.,Vejgaard Østre Skole,420 m,7.3,3.8,Villa,Energimærke C,Lav,"25,4%","26,95‰.","Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",Til salg i alt: 221 dage,174 m²,Ejerudg.: 2.774 kr/md,,4 værelser,Opført 1898,3 toiletter,,,9000,https://www.boligsiden.dk/addresses/0a3f50ca-7740-32b8-e044-0003ba298018,Grund: 727 m²,
"Vorkvej 21,6040",1.795.000 kr.,Egtved Skole,"2,37 km",7.1,3.8,Villa,Energimærke A2010,Mellem,"23,4%","27,75‰.","Der er 119.060 indbyggere i Vejle Kommune. Kommuneskatten er på 23,4% og grundskyldspromillen på 27,75‰.",Til salg i alt: 26 dage,140 m²,Ejerudg.: 1.444 kr/md,,5 værelser,Opført 1967,1 toilet,,,6040,https://www.boligsiden.dk/addresses/0a3f50ba-7f0d-32b8-e044-0003ba298018,Grund: 2608 m²,
"Lokesvej 5,4220",2.395.000 kr.,Broskolen,509 m,6.1,3.7,Villa,Energimærke A2010,Høj,"25,6%","25,3‰.","Der er 79.691 indbyggere i Slagelse Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 25,3‰.",Til salg i alt: 180 dage,222 m²,Ejerudg.: 2.427 kr/md,,9 værelser,Opført 1971,2 toiletter,,,4220,https://www.boligsiden.dk/addresses/0a3f50ad-e02e-32b8-e044-0003ba298018,Grund: 803 m²,
"Bøgevej 35,4684",2.695.000 kr.,"Holmegaardskolen, afd. Fensmark",950 m,6.8,3.6,Villa,Energimærke C,Høj,25%,25‰.,Der er 83.801 indbyggere i Næstved Kommune. Kommuneskatten er på 25% og grundskyldspromillen på 25‰.,Til salg i alt: 26 dage,119 m²,Ejerudg.: 1.886 kr/md,,4 værelser,Opført 1965,2 toiletter,,,4684,https://www.boligsiden.dk/addresses/0a3f50af-9f9c-32b8-e044-0003ba298018,Grund: 800 m²,
"Viborgvej 79,9640",1.695.000 kr.,Farsø Skole,"5,93 km",6.9,3.7,Landejendom,Energimærke D,Mellem,"26,3%","22,82‰.","Der er 36.326 indbyggere i Vesthimmerlands Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 22,82‰.",Til salg i alt: 26 dage,194 m²,Ejerudg.: 1.694 kr/md,,6 værelser,Opført 1877,1 toilet,,,9640,https://www.boligsiden.dk/addresses/0a3f50c7-3557-32b8-e044-0003ba298018,Grund: 55694 m²,
"Vævergade 5, st. tv.,2200",3.998.000 kr.,Blågård Skole,187 m,5.6,3.6,Ejerlejlighed,Energimærke C,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 26 dage,72 m²,Ejerudg.: 4.620 kr/md,Elevator: Nej,3 værelser,Opført 1881,1 toilet,Altan: Nej,Terrasse: Nej,2200,https://www.boligsiden.dk/addresses/0a3f50a1-c800-32b8-e044-0003ba298018,,
"Slotsvej 64,8543",1.998.000 kr.,Ådalens Skole,"1,52 km",6.9,3.7,Villa,Energimærke D,Høj,"25,9%","33,8‰.","Der er 43.596 indbyggere i Syddjurs Kommune. Kommuneskatten er på 25,9% og grundskyldspromillen på 33,8‰.",Til salg i alt: 26 dage,288 m²,Ejerudg.: 2.462 kr/md,,10 værelser,Opført 1906,2 toiletter,,,8543,https://www.boligsiden.dk/addresses/0a3f50c1-66ef-32b8-e044-0003ba298018,Grund: 2601 m²,
"Rosenvænget 20,9320",575.000 kr.,Klokkerholm Skole,101 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke E,Lav,"26,3%","31,23‰.","Der er 36.194 indbyggere i Brønderslev Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 31,23‰.",Til salg i alt: 26 dage,115 m²,Ejerudg.: 1.179 kr/md,,2 værelser,Opført 1947,1 toilet,,,9320,https://www.boligsiden.dk/addresses/0a3f50c7-13ab-32b8-e044-0003ba298018,Grund: 687 m²,
"Vædderen 101,5700",3.695.000 kr.,Rantzausminde Skole,716 m,7.4,3.7,Villa,Energimærke A2015,Meget høj,"26,3%","23,32‰.","Der er 59.193 indbyggere i Svendborg Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 23,32‰.",Til salg i alt: 26 dage,122 m²,Ejerudg.: 2.298 kr/md,,4 værelser,Opført 2022,2 toiletter,,,5700,https://www.boligsiden.dk/addresses/eb7e7167-5008-402a-94d4-fd5440d7383a,Grund: 825 m²,
"Christian X's Vej 12S,8260",1.195.000 kr.,Rosenvangskolen,667 m,7.5,3.8,Ejerlejlighed,Energimærke C,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 26 dage,31 m²,Ejerudg.: 1.606 kr/md,Elevator: Nej,2 værelser,Opført 1969,1 toilet,Altan: Nej,Terrasse: Nej,8260,https://www.boligsiden.dk/addresses/0a3f50c2-a6cf-32b8-e044-0003ba298018,,
"Godske Lindenovs Vej 169,9210",1.845.000 kr.,Solbakkeskolen,391 m,6.1,3.6,Rækkehus,Energimærke A2010,Lav,"25,4%","26,95‰.","Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",Til salg i alt: 26 dage,116 m²,Ejerudg.: 1.982 kr/md,,4 værelser,Opført 1974,2 toiletter,,,9210,https://www.boligsiden.dk/addresses/0a3f50ca-0578-32b8-e044-0003ba298018,Grund: 155 m²,
"Børup Skovvej 15,7000",4.195.000 kr.,Fjordbakkeskolen,"3,15 km",7.3,3.7,Landejendom,Energimærke B,Høj,"25,5%",26‰.,"Der er 51.606 indbyggere i Fredericia Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 26‰.",Til salg i alt: 26 dage,174 m²,Ejerudg.: 3.486 kr/md,,5 værelser,Opført 1875,2 toiletter,,,7000,https://www.boligsiden.dk/addresses/0a3f50ba-89b6-32b8-e044-0003ba298018,Grund: 27514 m²,
"Vestparken 66,9550",1.995.000 kr.,Mariager Skole,176 m,7.7,3.7,Villa,Energimærke D,Mellem,"25,9%",34‰.,"Der er 41.662 indbyggere i Mariagerfjord Kommune. Kommuneskatten er på 25,9% og grundskyldspromillen på 34‰.",Til salg i alt: 26 dage,187 m²,Ejerudg.: 2.706 kr/md,,5 værelser,Opført 1973,2 toiletter,,,9550,https://www.boligsiden.dk/addresses/0a3f50c0-5714-32b8-e044-0003ba298018,Grund: 811 m²,
"Wulffsvej 2,6261",475.000 kr.,Bredebro Filialskole,879 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke E,Meget lav,"25,3%","21,24‰.","Der er 36.849 indbyggere i Tønder Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 21,24‰.",Til salg i alt: 26 dage,130 m²,Ejerudg.: 1.346 kr/md,,4 værelser,Opført 1870,1 toilet,,,6261,https://www.boligsiden.dk/addresses/0a3f50b6-64d9-32b8-e044-0003ba298018,Grund: 924 m²,
"Industrivej 9,7171",2.345.000 kr.,Rask Mølle Skole,"3,16 km",7,3.6,Villa,Energimærke C,Høj,"25,52%",18‰.,"Der er 47.099 indbyggere i Hedensted Kommune. Kommuneskatten er på 25,52% og grundskyldspromillen på 18‰.",Til salg i alt: 26 dage,163 m²,Ejerudg.: 1.131 kr/md,,6 værelser,Opført 2003,2 toiletter,,,7171,https://www.boligsiden.dk/addresses/0a3f50bc-7dce-32b8-e044-0003ba298018,Grund: 1161 m²,
"Stentofterne 305,7600",1.495.000 kr.,Parkskolen,"1,36 km",7.7,3.7,Villa,Energimærke C,Lav,"25,3%","22,9‰.","Der er 20.802 indbyggere i Struer Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 22,9‰.",Til salg i alt: 26 dage,162 m²,Ejerudg.: 1.606 kr/md,,6 værelser,Opført 1984,2 toiletter,,,7600,https://www.boligsiden.dk/addresses/0a3f50be-e7ba-32b8-e044-0003ba298018,Grund: 952 m²,
"Tartinisvej 32, 3. 4.,2450",2.150.000 kr.,Ellebjerg Skole,730 m,6.3,3.7,Ejerlejlighed,Energimærke C,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 26 dage,50 m²,Ejerudg.: 3.450 kr/md,Elevator: Nej,2 værelser,Opført 1944,1 toilet,Altan: Nej,Terrasse: Nej,2450,https://www.boligsiden.dk/addresses/0a3f50a1-1c16-32b8-e044-0003ba298018,,
"Peders Kilde 9,2600",4.995.000 kr.,"Glostrup skole, Søndervang",285 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke C,Høj,"24,6%",25‰.,"Der er 23.514 indbyggere i Glostrup Kommune. Kommuneskatten er på 24,6% og grundskyldspromillen på 25‰.",Til salg i alt: 26 dage,162 m²,Ejerudg.: 3.681 kr/md,,6 værelser,Opført 1969,2 toiletter,,,2600,https://www.boligsiden.dk/addresses/0a3f50a4-bfdc-32b8-e044-0003ba298018,Grund: 700 m²,
"Ravnevej 18,9440",1.398.000 kr.,Aabybro Skole,3 km,7.4,3.8,Villa,Energimærke D,Meget lav,"25,7%","32,85‰.","Der er 38.187 indbyggere i Jammerbugt Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 32,85‰.",Til salg i alt: 208 dage,195 m²,Ejerudg.: 1.342 kr/md,,6 værelser,Opført 1972,2 toiletter,,,9440,https://www.boligsiden.dk/addresses/0a3f50c9-a723-32b8-e044-0003ba298018,Grund: 762 m²,
"Holmehøj 2A,8400",3.249.000 kr.,Ebeltoft Skole,"2,35 km",7.3,3.7,Villa/Fritidsbolig,Energimærke A2020,Høj,"25,9%","33,8‰.","Der er 43.596 indbyggere i Syddjurs Kommune. Kommuneskatten er på 25,9% og grundskyldspromillen på 33,8‰.",Til salg i alt: 848 dage,184 m²,Ejerudg.: 2.219 kr/md,,5 værelser,Opført 2021,2 toiletter,,,8400,https://www.boligsiden.dk/addresses/03c5d6c4-dc9f-4d34-a1f0-e8f9a33c8db4,Grund: 1167 m²,
"Store Strandstræde 18E, st.,1255",6.195.000 kr.,Sølvgades Skole,717 m,7.8,3.7,Ejerlejlighed,Energimærke C,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 313 dage,81 m²,Ejerudg.: 3.819 kr/md,Elevator: Nej,2 værelser,Opført 1778,1 toilet,Altan: Nej,Terrasse: Nej,1255,https://www.boligsiden.dk/addresses/40b5c621-1375-4f5e-953c-9d14409dc546,,
"Hovedgaden 32B,8832",3.500.000 kr.,Fjordklyngeskolen,67 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Mellem,"25,5%","23,7‰.","Der er 96.847 indbyggere i Viborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 23,7‰.",Til salg i alt: 26 dage,373 m²,Ejerudg.: 1.672 kr/md,,7 værelser,Opført 1968,1 toilet,,,8832,https://www.boligsiden.dk/addresses/0a3f50c5-6d33-32b8-e044-0003ba298018,Grund: 468 m²,
"Nørremarksvej 31,8830",2.825.000 kr.,Sødalskolen,"4,43 km",7.2,3.7,Landejendom,Energimærke D,Høj,"25,5%","23,7‰.","Der er 96.847 indbyggere i Viborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 23,7‰.",Til salg i alt: 26 dage,205 m²,Ejerudg.: 2.825 kr/md,,6 værelser,Opført 1966,2 toiletter,,,8830,https://www.boligsiden.dk/addresses/0a3f50c6-476e-32b8-e044-0003ba298018,Grund: 30001 m²,
"Kirkevangen 1,2765",3.495.000 kr.,Boesagerskolen,"1,9 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Høj,"25,7%","23,98‰.","Der er 44.375 indbyggere i Egedal Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 23,98‰.",Til salg i alt: 26 dage,64 m²,Ejerudg.: 3.005 kr/md,,2 værelser,Opført 1949,2 toiletter,,,2765,https://www.boligsiden.dk/addresses/0a3f50a6-0107-32b8-e044-0003ba298018,Grund: 470 m²,
"Lille Randers 23,8410",1.875.000 kr.,Rønde Skole,"4,55 km",7.1,3.7,Villa,Energimærke C,Høj,"25,9%","33,8‰.","Der er 43.596 indbyggere i Syddjurs Kommune. Kommuneskatten er på 25,9% og grundskyldspromillen på 33,8‰.",Til salg i alt: 252 dage,150 m²,Ejerudg.: 1.981 kr/md,,4 værelser,Opført 1970,1 toilet,,,8410,https://www.boligsiden.dk/addresses/0a3f50c1-9ace-32b8-e044-0003ba298018,Grund: 1033 m²,
"Edouard Suensons Gade 2, 5.,8200",3.298.000 kr.,Skovvangskolen,769 m,7,3.7,Ejerlejlighed,Energimærke C,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 26 dage,80 m²,Ejerudg.: 3.842 kr/md,Elevator: Nej,3 værelser,Opført 1939,1 toilet,Altan: Nej,Terrasse: Nej,8200,https://www.boligsiden.dk/addresses/0a3f50c2-b6c9-32b8-e044-0003ba298018,,
"Højdevej 18,9500",2.695.000 kr.,Hobro Søndre Skole og MF10,912 m,7,3.7,Villa,Energimærke D,Mellem,"25,9%",34‰.,"Der er 41.662 indbyggere i Mariagerfjord Kommune. Kommuneskatten er på 25,9% og grundskyldspromillen på 34‰.",Til salg i alt: 26 dage,142 m²,Ejerudg.: 2.745 kr/md,,3 værelser,Opført 1949,2 toiletter,,,9500,https://www.boligsiden.dk/addresses/0a3f50c8-62c5-32b8-e044-0003ba298018,Grund: 692 m²,
"Kaj Birksteds Vej 53,9430",2.595.000 kr.,Vadum Skole,695 m,7,3.6,Rækkehus,Energimærke A2015,Lav,"25,4%","26,95‰.","Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",Til salg i alt: 26 dage,118 m²,Ejerudg.: 1.653 kr/md,,4 værelser,Opført 2019,2 toiletter,,,9430,https://www.boligsiden.dk/addresses/1b66e25f-fa40-4eb9-91ec-f3af7d6a3875,Grund: 451 m²,
"Indelukket 41,2900",7.995.000 kr.,Tranegårdskolen,901 m,8.6,3.8,Rækkehus,Energimærke D,Mellem,"24,17%",16‰.,"Der er 74.217 indbyggere i Gentofte Kommune. Kommuneskatten er på 24,17% og grundskyldspromillen på 16‰.",Til salg i alt: 26 dage,94 m²,Ejerudg.: 4.707 kr/md,,4 værelser,Opført 1939,1 toilet,,,2900,https://www.boligsiden.dk/addresses/0a3f50a3-d06d-32b8-e044-0003ba298018,Grund: 175 m²,
"Ullerupvej 63,9670",335.000 kr.,Løgstør Skole,"5,56 km",7.1,3.8,Villa,Energimærke F,Mellem,"26,3%","22,82‰.","Der er 36.326 indbyggere i Vesthimmerlands Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 22,82‰.",Til salg i alt: 26 dage,94 m²,Ejerudg.: 947 kr/md,,3 værelser,Opført 1955,1 toilet,,,9670,https://www.boligsiden.dk/addresses/0a3f50c8-93af-32b8-e044-0003ba298018,Grund: 1169 m²,
"Elmevej 12,8740",1.995.000 kr.,"Brædstrup Skole, folkeskoleafdeling","1,36 km",6.6,3.7,Villa,Energimærke C,Mellem,"25,39%","22,56‰.","Der er 94.443 indbyggere i Horsens Kommune. Kommuneskatten er på 25,39% og grundskyldspromillen på 22,56‰.",Til salg i alt: 26 dage,135 m²,Ejerudg.: 1.595 kr/md,,4 værelser,Opført 1970,1 toilet,,,8740,https://www.boligsiden.dk/addresses/0a3f50ba-3f30-32b8-e044-0003ba298018,Grund: 964 m²,
"Hovedvejen 160,4320",3.485.000 kr.,Osted Skole,557 m,7.1,3.6,Villa,Energimærke D,Høj,"25,31%","28,23‰.","Der er 28.623 indbyggere i Lejre Kommune. Kommuneskatten er på 25,31% og grundskyldspromillen på 28,23‰.",Til salg i alt: 455 dage,202 m²,Ejerudg.: 2.474 kr/md,,6 værelser,Opført 1908,2 toiletter,,,4320,https://www.boligsiden.dk/addresses/0a3f50ab-a796-32b8-e044-0003ba298018,Grund: 1069 m²,
"Fredericiavej 14,7000",1.895.000 kr.,"IBC International Business College Fredericia, 10. klasse","1,06 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke C,Høj,"25,5%",26‰.,"Der er 51.606 indbyggere i Fredericia Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 26‰.",Til salg i alt: 265 dage,145 m²,Ejerudg.: 2.178 kr/md,,4 værelser,Opført 1984,1 toilet,,,7000,https://www.boligsiden.dk/addresses/0a3f50ba-9654-32b8-e044-0003ba298018,Grund: 735 m²,
"Irisvej 29,4050",3.495.000 kr.,Fjordlandsskolen,814 m,6.4,3.6,Villa,Energimærke E,Høj,"25,8%","32,5‰.","Der er 45.800 indbyggere i Frederikssund Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 32,5‰.",Til salg i alt: 188 dage,213 m²,Ejerudg.: 2.593 kr/md,,7 værelser,Opført 1973,2 toiletter,,,4050,https://www.boligsiden.dk/addresses/0a3f50aa-73de-32b8-e044-0003ba298018,Grund: 900 m²,
"Trekanten 1,6091",1.245.000 kr.,Sdr. Bjert Skole,895 m,8,3.9,Villa,Energimærke D,Høj,"25,5%",25‰.,"Der er 93.544 indbyggere i Kolding Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 25‰.",Til salg i alt: 26 dage,113 m²,Ejerudg.: 1.916 kr/md,,4 værelser,Opført 1969,1 toilet,,,6091,https://www.boligsiden.dk/addresses/0a3f50bc-4fad-32b8-e044-0003ba298018,Grund: 700 m²,
