Ydertype;Speciale;Ydernr;titelpost;System;Praksisbetegnelse;Adresse;Postnr;Post_navn;Amt;navn;Lokationsnr;Telefonnr_1
5;80;60003;;NOVAX;Lægehuset Stoholm;Johan Bittmanns Vej 5;7850;Stoholm Jyll;82;Region Midtjylland;5790002631771;97541411
5;80;60011;;CGM XMO;Eriksborg Lægehus;Nørreskov Bakke 129;8600;Silkeborg;82;Region Midtjylland;5790002627064;55735573
5;80;60038;;CGM XMO;Bredgade Lægeklinik;Bredgade 11,1;7400;Herning;82;Region Midtjylland;5790002628566;73707686
5;80;60046;;EG WinPLC;Lægerne Dalgasgade;Dalgasgade 25,2 th;7400;Herning;82;Region Midtjylland;5790000132775;97121222
5;80;60054;;CGM XMO;Lægerne på Samsø;Sygehusvej 24;8305;Samsø;82;Region Midtjylland;5790002410444;87921622
5;80;60062;;CGM XMO;Læge Nikolaj Frederik Lanzky Otto;Dytmærsken 9,2 tv;8900;Randers C;82;Region Midtjylland;5790002629891;86422730
5;80;60070;;CGM XMO;Lægerne Bell og Rask;Assensgade 19,st th;8000;Aarhus C;82;Region Midtjylland;5790002630682;86182399
5;80;60089;;CGM XMO;Lægeklinikken Rådhusstræde;Rådhusstræde 3,st;7500;Holstebro;82;Region Midtjylland;5790002631245;32227500
5;80;60097;;CGM XMO;Lægeklinikken Brotorvet;Brotorvet 2 A,1;7500;Holstebro;82;Region Midtjylland;5790000146574;97405200
5;80;60100;;NOVAX;Almen Lægeklinik Nørre Snede;Rosengade 12;8766;Nørre Snede;82;Region Midtjylland;5790002631665;69161435
5;80;60119;;NOVAX;Almen Lægeklinik Sønder Felding;Bredgade 1;7280;Sønder Felding;82;Region Midtjylland;5790002631658;69161599
5;80;60127;;CGM XMO;Lægerne i Ørum I/S;Vestergade 25;8830;Tjele;82;Region Midtjylland;5790002631726;86652444
5;80;60135;;CGM XMO;Brande Lægeklinik;Jens Risoms Allé 11B;7330;Brande;82;Region Midtjylland;5790002635632;73707400
5;80;60151;;CGM XMO;Lægerne i Voldum;Voldum-Rud Vej 40A;8370;Hadsten;82;Region Midtjylland;5790002636882;86491313
5;80;61018;;CGM XMO;Lægerne Tronholmen;Tronholmen 3;8960;Randers SØ;82;Region Midtjylland;5790000149735;86420121
5;80;61026;;CGM XMO;Lægerne Busgadehuset;Frederiksgade 25,2.;8000;Aarhus C;82;Region Midtjylland;5790000139286;86152822
5;80;61034;;EG Clinea;Allé Lægerne;Park Allé 11,2.;8000;Aarhus C;82;Region Midtjylland;5790000155170;86121736
5;80;61050;;CGM XMO;Lægerne Ulrich & Stork;Birkevej 37;8410;Rønde;82;Region Midtjylland;5790002008634;86372888
5;80;61069;;EG Clinea;Torvets Lægehus;Torvet 8,1;8600;Silkeborg;82;Region Midtjylland;5790000179992;86821190
5;80;61077;;CGM XMO;Lægerne Valdemarsgade;Valdemarsgade 32,1.;8000;Aarhus C;82;Region Midtjylland;5790000126675;86120977
5;80;61085;;CGM XMO;Kristin Kristiansdottir;Vestertorv 2;8900;Randers C;82;Region Midtjylland;5790001356101;86404800
5;80;61093;;NOVAX;Pia Nørregaard Jeppesen;Østergrave 4,2;8900;Randers C;82;Region Midtjylland;5790002010187;86410411
5;80;61107;;EG Clinea;Lægehuset Vejlsø;Vejlsøvej 23 K;8600;Silkeborg;82;Region Midtjylland;5790000128747;86825399
5;80;61123;;CGM XMO;Læge Mikael Munk;Skanderborgvej 181 A,1 th;8260;Viby J;82;Region Midtjylland;5790000161584;43331660
5;80;61220;;CGM XMO;Lægehuset;Århusvej 190;8570;Trustrup;82;Region Midtjylland;5790000131938;86334211
5;80;61433;;CGM XMO;Lægerne i Dronningborg;Udbyhøjvej 142;8930;Randers NØ;82;Region Midtjylland;5790000137152;86420415
5;80;61573;;CGM XMO;I/s Spentrup Lægepraksis;Doktor Alle 7;8981;Spentrup;82;Region Midtjylland;5790000126033;86477333
5;80;61654;;CGM XMO;Skødstrup Lægepraksis;Stationsvangen 70;8541;Skødstrup;82;Region Midtjylland;5790000127092;86991655
5;80;61670;;CGM XMO;Lægehuset Allingåbro;Fyrreparken 44;8961;Allingåbro;82;Region Midtjylland;5790000144907;86481500
5;80;61689;;CGM XMO;Vorup Lægehus;Møllestensvej 3;8940;Randers SV;82;Region Midtjylland;5790000126279;86421400
5;80;61700;;EG Clinea;Lægehuset Østergade;Østergade 3 D,st;8370;Hadsten;82;Region Midtjylland;5790000125029;86983755
5;80;61735;;EG Clinea;Ebeltoft Lægehus;Nørreport 4;8400;Ebeltoft;82;Region Midtjylland;5790000126460;86341888
5;80;61913;;CGM XMO;Lægerne i Tranbjerg;Kirketorvet 14;8310;Tranbjerg J;82;Region Midtjylland;5790000127696;86293133
5;80;62227;;CGM XMO;Lægerne i Malling;Sofienlystvej 1;8340;Malling;82;Region Midtjylland;5790000125876;86931400
5;80;62448;;EG Clinea;Lægerne i Risvangen;Vejlby Ringvej 36;8200;Aarhus N;82;Region Midtjylland;5790000131051;86168011
5;80;62928;;CGM XMO;Lægerne Sallvej I/S;Sallvej 16;8450;Hammel;82;Region Midtjylland;5790000130436;86962500
5;80;62944;;EG Clinea;Them Lægepraksis;Mølleløkken 7;8653;Them;82;Region Midtjylland;5790000132485;86848122
5;80;63177;;CGM XMO;Ry Lægehus;Strungesvej 14;8680;Ry;82;Region Midtjylland;5790000135530;86891177
5;80;63185;;NOVAX;Lægerne 1. Sal;Sygehusvej 7,1.;8660;Skanderborg;82;Region Midtjylland;5790000126347;86520133
5;80;63207;;CGM XMO;Lægehuset Ansvej 7;Ansvej 7;8600;Silkeborg;82;Region Midtjylland;5790000130832;86820299
5;80;63215;;CGM XMO;Silkeborg Lægehus;Vestergade 2 A,1;8600;Silkeborg;82;Region Midtjylland;5790000131211;86825133
5;80;63347;;CGM XMO;Lægerne i Gellerup;Gudrunsvej 3;8220;Brabrand;82;Region Midtjylland;5790000128419;86250400
5;80;63681;;NOVAX;Lægerne Andersen og Kaltoft;Tjelevej 17;8240;Risskov;82;Region Midtjylland;5790000127528;87425020
5;80;63746;;CGM XMO;Lægerne Søndergade I/S;Søndergade 18;8464;Galten;82;Region Midtjylland;5790000140428;86943322
5;80;64017;;CGM XMO;Lægerne Store Torv 6, Århus;Store Torv 6,1. sal;8000;Aarhus C;82;Region Midtjylland;5790000127382;86129533
5;80;64114;;CGM XMO;Lægerne i Skovby I/S;Hørslevvej 41;8464;Galten;82;Region Midtjylland;5790000129577;86945122
5;80;64254;;EG Clinea;Mårslet Lægehus;Hørretvej 18 A;8320;Mårslet;82;Region Midtjylland;5790000135837;86290399
5;80;64459;;CGM XMO;Andersen, Kraghede, Melgaard Jensen;Herredsvej 25;8382;Hinnerup;82;Region Midtjylland;5790000140664;87622070
5;80;64831;;EG Clinea;Lægerne Østergade 30;Østergade 30;8000;Aarhus C;82;Region Midtjylland;5790000126330;86125977
5;80;64904;;CGM XMO;Lægerne i Langå;Alleen 1;8870;Langå;82;Region Midtjylland;5790000126453;86461399
5;80;65005;;CGM XMO;Lægerne Trangstræde;Trangstræde 15, 1;8900;Randers C;82;Region Midtjylland;5790000128174;86417155
5;80;65196;;CGM XMO;Lægerne i Solbjerg;Solbjerg Hedevej 43;8355;Solbjerg;82;Region Midtjylland;5790000149087;86927433
5;80;65277;;CGM XMO;Lægerne Warrer og Isaksen;Dalsagervej 25;8250;Egå;82;Region Midtjylland;5790002510731;86221833
5;80;65285;;CGM XMO;Lægerne Hinneruplund;Herredsvej 31;8382;Hinnerup;82;Region Midtjylland;5790000146260;86987033
5;80;65366;;EG Clinea;Skåde Lægehus;Stenvej 19 H,st;8270;Højbjerg;82;Region Midtjylland;5790000137060;86270011
5;80;65412;;EG WinPLC;Lægerne Tilst;Ertebjerg 92;8381;Tilst;82;Region Midtjylland;5790000133147;86252700
5;80;65544;;NOVAX;Lægerne Nordre Strandvej;Nordre Strandvej 101;8240;Risskov;82;Region Midtjylland;5790000139729;86177788
5;80;65552;;CGM XMO;Lægerne Svalevej;Svalevej 2;8960;Randers SØ;82;Region Midtjylland;5790000126958;86494600
5;80;65781;;NOVAX;Åbyhøj Lægehus;Silkeborgvej 262;8230;Åbyhøj;82;Region Midtjylland;5790000130122;86250222
5;80;65854;;CGM XMO;Lægerne Borggade;Borggade 16,1;8000;Aarhus C;82;Region Midtjylland;5790000128020;86185166
5;80;65862;;CGM XMO;Lægerne Skt. Pauls Kirkeplads 2;Skt. Pauls Kirkepl. 2;8000;Aarhus C;82;Region Midtjylland;5790000147403;86122328
5;80;65919;;NOVAX;Skejbylægerne Bech og Løvgreen;Skelagervej 7;8200;Aarhus N;82;Region Midtjylland;5790000126101;86109777
5;80;65951;;CGM XMO;Lægerne Skt. Olufs Gade;Skt. Olufs Gade 1;8000;Aarhus C;82;Region Midtjylland;5790000127870;86120877
5;80;66001;;EG Clinea;Lægerne Papirfabrikken;Papirfabrikken 36 B;8600;Silkeborg;82;Region Midtjylland;5790000130726;86859200
5;80;66028;;CGM XMO;Lægehuset Søndergade;Søndergade 50;8883;Gjern;82;Region Midtjylland;5790000129645;86875011
5;80;66079;;EG Clinea;Byens Lægehus;Store Torv 5,2 tv.;8000;Aarhus C;82;Region Midtjylland;5790000140763;86127606
5;80;66192;;CGM XMO;Lægehuset Gl. Bryggergaard;Søndergade 2 C;8600;Silkeborg;82;Region Midtjylland;5790000130504;86804611
5;80;66206;;EG Clinea;Lægerne Smedegaarden;Mølledamsgade 5;8600;Silkeborg;82;Region Midtjylland;5790000131785;86829591
5;80;66222;;EG Clinea;Lægerne i Beder;Byvej 30;8330;Beder;82;Region Midtjylland;5790000140589;86936900
5;80;66257;;CGM XMO;Kristian F. Krarup;Vestergade 38,st;8900;Randers C;82;Region Midtjylland;5790000146178;86420059
5;80;66311;;CGM XMO;Lægerne Adelgade;Adelgade 78,3. th;8660;Skanderborg;82;Region Midtjylland;5790000136377;86521218
5;80;66362;;CGM XMO;Lægerne på Smedebakken;Papirfabrikken 36 C;8600;Silkeborg;82;Region Midtjylland;5790000130764;86820755
5;80;66389;;CGM XMO;Lægehuset Ryesgade 1;Ryesgade 1,1 tv;8000;Aarhus C;82;Region Midtjylland;5790000131150;86120966
5;80;66400;;CGM XMO;Jesper Kjeldgaard;Dytmærsken 9,2.;8900;Randers C;82;Region Midtjylland;5790002012709;86421148
5;80;66443;;CGM XMO;Familielægerne i Holme;Rundhøj Allé 135 A;8270;Højbjerg;82;Region Midtjylland;5790000126583;86116822
5;80;66516;;EG Clinea;Lægehuset Langsø;Mølledamsgade 1;8600;Silkeborg;82;Region Midtjylland;5790000132942;86820433
5;80;66524;;EG Clinea;Lægerne Låsby;Skolevej 3;8670;Låsby;82;Region Midtjylland;5790000140299;86951047
5;80;66540;;CGM XMO;Langenæs Lægehus;Augustenborggade 21C, 2 tv;8000;Aarhus C;82;Region Midtjylland;5790002633133;86144230
5;80;66613;;EG Clinea;Midtbylægerne;Tværgade 2,2 tv;8600;Silkeborg;82;Region Midtjylland;5790000130641;86827611
5;80;66648;;EG Clinea;Lægerne Banegårdspladsen 16;Banegårdspladsen 16,1. tv;8000;Aarhus C;82;Region Midtjylland;5790000142019;86192833
5;80;66656;;CGM XMO;Lægerne Ebbensgaard, Harbo & Mehnert;Herredsvej 25;8382;Hinnerup;82;Region Midtjylland;5790000125227;87622070
5;80;66664;;MultiMed Web;Banegårdslægerne;Banegårdspladsen 20,2. mf;8000;Aarhus C;82;Region Midtjylland;5790000125159;86121015
5;80;66672;;CGM XMO;Lægerne Møllegade;Møllegade 23 B;8600;Silkeborg;82;Region Midtjylland;5790000129867;86806868
5;80;66680;;CGM XMO;Bylægerne Skanderborg;Adelgade 78,2.;8660;Skanderborg;82;Region Midtjylland;5790000129362;86520070
5;80;66745;;CGM XMO;Lægerne Bøsbrovej;Bøsbrovej 42;8940;Randers SV;82;Region Midtjylland;5790000126767;86401700
5;80;66788;;EG Clinea;Lægehuset Harlev;Gammel Stillingvej 409;8462;Harlev J;82;Region Midtjylland;5790000134038;86941950
5;80;66826;;CGM XMO;Lægerne Odensegade;Odensegade 2;8000;Aarhus C;82;Region Midtjylland;5790000135882;86184200
5;80;66850;;CGM XMO;Ejner Kjær;Skt. Pauls Gade 3;8000;Aarhus C;82;Region Midtjylland;5790000128969;86120764
5;80;66907;;EG Clinea;Lægerne Rosenvangs Allé;Rosenvangs Allé 194;8270;Højbjerg;82;Region Midtjylland;5790000140206;86271155
5;80;66982;;CGM XMO;Hansen, Isaksen og Saksø;Dalsagervej 25;8250;Egå;82;Region Midtjylland;5790000127504;86222160
5;80;66990;;CGM XMO;Lægerne i Trige;Gartnerparken 47;8380;Trige;82;Region Midtjylland;5790000142750;86231575
5;80;67008;;CGM XMO;Lægerne Søndertorv;Søndergade 25,1 tv;8600;Silkeborg;82;Region Midtjylland;5790000129560;86806133
5;80;67067;;CGM XMO;Lægerne Bjarkesvej;Bjarkesvej 3;8370;Hadsten;82;Region Midtjylland;5790000133390;86981336
5;80;67113;;NOVAX;Vivild Lægehus;Langgade 63 B;8961;Allingåbro;82;Region Midtjylland;5790000130597;86487711
5;80;67121;;NOVAX;Læge Ole Juel Thiis Knudsen;Tjelevej 17,1;8240;Risskov;82;Region Midtjylland;5790000132119;87425030
5;80;67156;;NOVAX;Henrik Nordentoft;Store Torv 6,4;8000;Aarhus C;82;Region Midtjylland;5790000132973;86125155
5;80;67164;;EG Clinea;Bryrup Lægepraksis;Sportsvej 17;8654;Bryrup;82;Region Midtjylland;5790000130344;75756063
5;80;67172;;CGM XMO;Lars Faldborg Odder Lægehus;Vitaparkvej 3,1;8300;Odder;82;Region Midtjylland;5790000126552;86543200
5;80;67180;;NOVAX;Lægerne ved Domkirken;Kannikegade 12;8000;Aarhus C;82;Region Midtjylland;5790000145676;86131036
5;80;67199;;EG Clinea;Auning Lægecenter;Banesvinget 5;8963;Auning;82;Region Midtjylland;5790001348625;86484800
5;80;67202;;EG Clinea;Lægerne Brabrandhus;Hovedgaden 54;8220;Brabrand;82;Region Midtjylland;5790000133031;86260040
5;80;67229;;EG Clinea;Kolt Lægepraksis;Kolt Østervej 29;8361;Hasselager;82;Region Midtjylland;5790000136117;86283162
5;80;67334;;CGM XMO;Lægeklinikken Anne Blom;Park Allé 15,2. th;8000;Aarhus C;82;Region Midtjylland;5790000136612;86196463
5;80;67350;;EG Clinea;Lægerne Bystævnet;Bystævnet 5 B;8520;Lystrup;82;Region Midtjylland;5790002630019;86742424
5;80;67393;;CGM XMO;Lægehuset Lillesø;Vestergade 2,st;8660;Skanderborg;82;Region Midtjylland;5790001357993;86520077
5;80;67407;;EG Clinea;Frederiksbjerg Lægehus;Skt. Pauls Kirkepl. 7,1 th;8000;Aarhus C;82;Region Midtjylland;5790000135912;86132644
5;80;67466;;CGM XMO;Bruno Melgaard Jensen -Odder Lægehus;Vitaparkvej 3,1;8300;Odder;82;Region Midtjylland;5790000126552;86543200
5;80;67474;;CGM XMO;Lægerne Park Allé 5;Park Allé 5,1. t.h;8000;Aarhus C;82;Region Midtjylland;5790000139453;86135811
5;80;67520;;EG WinPLC;Lægerne Skolegade 23 A;Skolegade 23 A,st;8600;Silkeborg;82;Region Midtjylland;5790000140602;86820666
5;80;67539;;NOVAX;Lægerne i Midtbyen;Rosenkrantzgade 23,3. sal;8000;Aarhus C;82;Region Midtjylland;5790000140992;70266090
5;80;67563;;NOVAX;Lægerne Vestre Strandalle;Vestre Strandallé 56;8240;Risskov;82;Region Midtjylland;5790000143030;86177674
5;80;67601;;EG Clinea;Peter Vognsgaard;Vestertorv 2,1.;8900;Randers C;82;Region Midtjylland;5790000145133;86404400
5;80;67636;;EG Clinea;Dorthe Marie Olsen;Nørrestræde 1;8900;Randers C;82;Region Midtjylland;5790000142972;86436701
5;80;67733;;EG Clinea;Familielægerne Store Torv;Store Torv 5,1.;8000;Aarhus C;82;Region Midtjylland;5790000127221;86201199
5;80;67806;;CGM XMO;Rosenholm Lægecenter;Hematoften 4;8543;Hornslet;82;Region Midtjylland;5790000126972;87851500
5;80;67822;;NOVAX;Læge Bjarne Lauritsen;Fuglesangs Allé 95,1. th;8210;Aarhus V;82;Region Midtjylland;5790000148271;86167666
5;80;67849;;CGM XMO;Kirsten Laursen - Odder Lægehus;Vitaparkvej 3,1;8300;Odder;82;Region Midtjylland;5790000126552;86543200
5;80;67873;;CGM XMO;Jon-Anders Evensen, Odder Lægehus;Vitaparkvej 3,1;8300;Odder;82;Region Midtjylland;5790000126552;86543200
5;80;67938;;CGM XMO;Lægerne Rådhuspladsen;Rådhuspladsen 1;8000;Aarhus C;82;Region Midtjylland;5790000134212;86131617
5;80;67946;;CGM XMO;Lægeklinikken i Odder;Vitaparkvej 3,2 tv;8300;Odder;82;Region Midtjylland;5790000136506;86540011
5;80;68004;;CGM XMO;Læge Susanne Lundberg;Dytmærsken 9,2.;8900;Randers C;82;Region Midtjylland;5790001352813;86401220
5;80;68020;;CGM XMO;Lægerne Johansson Bechtold;Lille Elstedvej 2;8520;Lystrup;82;Region Midtjylland;5790000126392;86740322
5;80;68039;;CGM XMO;Kian Pedrampour;Søndervangs Allé 38 L;8260;Viby J;82;Region Midtjylland;5790001358303;86291333
5;80;68055;;CGM XMO;Åbylægerne;Åbyen 3;8500;Grenaa;82;Region Midtjylland;5790001385064;86309944
5;80;68063;;NOVAX;Lægerne Sandvej og Lyngholm;Otte Ruds Gade 106,1. th.;8200;Aarhus N;82;Region Midtjylland;5790001363895;86168544
5;80;68101;;EG Clinea;Læge Camilla Sand;Sygehusvej 15,2.;8500;Grenaa;82;Region Midtjylland;5790000125692;86320835
5;80;68187;;CGM XMO;Lægerne Toldbodgade;Toldbodgade 3,5;8900;Randers C;82;Region Midtjylland;5790000143368;86406666
5;80;68934;;CGM XMO;Læge Charlotte Magnus;Evald Krogs Gade 15,st;8000;Aarhus C;82;Region Midtjylland;5790001384944;87300877
5;80;68969;;CGM XMO;Lægerne Hovedgaden 11;Hovedgaden 11,1. sal;8410;Rønde;82;Region Midtjylland;5790001386832;86367922
5;80;69051;;EG Clinea;Lægerne Tværgade;Tværgade 2,2;8600;Silkeborg;82;Region Midtjylland;5790001364618;86814044
5;80;69086;;CGM XMO;Lægerne i Hørning;Skanderborgvej 1;8362;Hørning;82;Region Midtjylland;5790001350895;86934600
5;80;69108;;CGM XMO;Lægerne Godsbanegade;Godsbanegade 5,1;8700;Horsens;82;Region Midtjylland;5790000128273;75623333
5;80;69124;;CGM XMO;Familielægerne Horsens;Grønlandsvej 1,2 tv;8700;Horsens;82;Region Midtjylland;5790002010156;75622544
5;80;69140;;CGM XMO;Læge Asger Dalmose;Haslevej 17;8230;Åbyhøj;82;Region Midtjylland;5790002007040;86157677
5;80;69213;;CGM XMO;Lægerne Idriss Kise;Hovedgaden 45;8641;Sorring;82;Region Midtjylland;5790001392390;86957006
5;80;69272;;CGM XMO;Lægerne i Lind;Vejlevej 1;7400;Herning;82;Region Midtjylland;5790002010750;44451545
5;80;69299;;CGM XMO;Lægerne Rådhusgården 1. sal I/S;Bredgade 4,1;7400;Herning;82;Region Midtjylland;5790002010767;97221411
5;80;69310;;EG Clinea;Lægerne Klinikgården;Vestergade 22;8850;Bjerringbro;82;Region Midtjylland;5790000130498;86682200
5;80;69329;;EG Clinea;Lægehuset i Frederiks;Rønnealle 1;7470;Karup J;82;Region Midtjylland;5790000132416;86662555
5;80;69345;;CGM XMO;Lægerne Solsortevej;Solsortevej 10;8410;Rønde;82;Region Midtjylland;5790002013034;86371255
5;80;69361;;EG Clinea;Inger Bone;Park Allé 3,st tv;8000;Aarhus C;82;Region Midtjylland;5790002001543;88917668
5;80;69388;;NOVAX;Lægehuset Ågade;Ågade 61;8370;Hadsten;82;Region Midtjylland;5790002013966;86983044
5;80;69507;;CGM XMO;Lægehuset i Roslev;Viumvej 10;7870;Roslev;82;Region Midtjylland;5790000132430;97571466
5;80;69558;;CGM XMO;Løgstrup Lægehus;Borgergade 69;8831;Løgstrup;82;Region Midtjylland;5790000131822;86642080
5;80;69639;;NOVAX;Hammershøj Lægeklinik I/S;Randersvej 31;8830;Tjele;82;Region Midtjylland;5790000130207;86451622
5;80;69655;;CGM XMO;Lægerne Realskolevej;Realskolevej 2 B;8850;Bjerringbro;82;Region Midtjylland;5790000132614;86682233
5;80;69663;;EG Clinea;Lægehuset i Thorsø;Torvet 4;8881;Thorsø;82;Region Midtjylland;5790000137657;86966322
5;80;69701;;CGM XMO;Ans Lægehus;Teglgade 23;8643;Ans By;82;Region Midtjylland;5790000130276;86870555
5;80;69728;;EG Clinea;Lægefællesskabet;Sygehusvej 15,2.;8500;Grenaa;82;Region Midtjylland;5790002274602;70890070
5;80;69736;;CGM XMO;Læge Preben Dissing;Nytorv 6;8500;Grenaa;82;Region Midtjylland;5790000128853;86309933
5;80;69744;;CGM XMO;Lægerne i Højslev;Viborgvej 246;7840;Højslev;82;Region Midtjylland;5790000132591;97535411
5;80;69760;;EG Clinea;Ulstrup Lægepraksis;Teglværksvej 2 A;8860;Ulstrup;82;Region Midtjylland;5790000134274;86463355
5;80;69779;;CGM XMO;Lægerne Blokkebak & Burvil;Sct. Mathias Gade 29;8800;Viborg;82;Region Midtjylland;5790000131891;86624900
5;80;69922;;EG WinPLC;Familielægen - Kløvervang;Kløvervang 71;8500;Grenaa;82;Region Midtjylland;5790000154869;86320967
5;80;69949;;EG Clinea;Lægerne i Møldrup;Nørregade 15;9632;Møldrup;82;Region Midtjylland;5790000127924;86691833
5;80;69965;;CGM XMO;Lægerne i Skals;Hovedgaden 31 b;8832;Skals;82;Region Midtjylland;5790000132324;86694933
5;80;69973;;CGM XMO;Hasle Lægehus Læge Thomas Otbo;Haslegårdsvej 7;8210;Aarhus V;82;Region Midtjylland;5790001986315;86158277
5;80;70009;;CGM XMO;Lægerne Odingården 1. sal;Ll. Sct. Peder Stræde 8, 1;8800;Viborg;82;Region Midtjylland;5790000132645;86621230
5;80;70025;;CGM XMO;Læge Mette Rimmen - Odder Lægehus;Vitaparkvej 3,1;8300;Odder;82;Region Midtjylland;5790000126552;86543200
5;80;70033;;CGM XMO;Læge Anna Salling;Kirkegade 7,1 th;8900;Randers C;82;Region Midtjylland;5790002507595;86420888
5;80;70068;;CGM XMO;Læge Jacob Laurberg;Nørregade 36,1;8000;Aarhus C;82;Region Midtjylland;5790001991555;86125766
5;80;70084;;NOVAX;Ilse Nielsen;Vesterbrogade 8,2 tv;8800;Viborg;82;Region Midtjylland;5790002012419;79301160
5;80;70092;;CGM XMO;Lægehuset Hasselvej;Hasselvej 10;8620;Kjellerup;82;Region Midtjylland;5790000130382;86882200
5;80;70114;;CGM XMO;Lægerne i Center for Sundhed;Stationsvej 35,4;7500;Holstebro;82;Region Midtjylland;5790001992835;96108700
5;80;70165;;CGM XMO;Lægerne i Thorning;Munkemarken 1;8620;Kjellerup;82;Region Midtjylland;5790000132447;87706444
5;80;70173;;CGM XMO;Familielægerne i Skanderborg;Sygehusvej 7,3;8660;Skanderborg;82;Region Midtjylland;5790001992873;86522440
5;80;70319;;CGM XMO;Hørning Lægecenter I/S;Bakkedraget 1 B;8362;Hørning;82;Region Midtjylland;5790001998639;86921988
5;80;70327;;EG Clinea;Lægerne Gehrt, Hjarsbæk og Nielsen;Ved Fjorden 2 B,st tv;7600;Struer;82;Region Midtjylland;5790002004841;97851911
5;80;70378;;CGM XMO;Lægerne i Karup;Gl. Banevej 13 A;7470;Karup J;82;Region Midtjylland;5790000132379;97101088
5;80;70459;;CGM XMO;Lægerne Laursen & Dahl;Kompagnigade 7;7800;Skive;82;Region Midtjylland;5790000133253;97520466
5;80;70505;;CGM XMO;Lone E. Jørgensen;Vænget 10,1;7620;Lemvig;82;Region Midtjylland;5790001998394;97836408
5;80;70521;;CGM XMO;Lægerne Nørreport;Nørregade 42;7800;Skive;82;Region Midtjylland;5790000132621;97520066
5;80;70564;;CGM XMO;Lægerne Stadion Alle 1;Stadion Alle 1,2;8800;Viborg;82;Region Midtjylland;5790000132706;86629919
5;80;70580;;CGM XMO;Allan Julsgård Mortensen;Viborgvej 18;9500;Hobro;82;Region Midtjylland;5790000132393;98546411
5;80;70653;;CGM XMO;Læge Niels-Jørgen Moeslund;Toldboden 1,5 d;8800;Viborg;82;Region Midtjylland;5790000138814;86610611
5;80;70734;;NOVAX;Lægerne Eithz & Væsel;J C Stillings Vej 23;7800;Skive;82;Region Midtjylland;5790000147854;97521088
5;80;70750;;CGM XMO;Centrumlægerne Viborg;Vesterbrogade 8,1 th;8800;Viborg;82;Region Midtjylland;5790000150632;88917110
5;80;70793;;CGM XMO;Lægerne Preislers Plads 7;Preislers Plads 7,1. th;8800;Viborg;82;Region Midtjylland;5790000132676;86624990
5;80;70823;;CGM XMO;Lægerne Fælledvej 9;Fælledvej 9,1 tv;8800;Viborg;82;Region Midtjylland;5790000158836;87273070
5;80;70866;;CGM XMO;Læge Elmira Christensen;Østervold 20,2;8900;Randers C;82;Region Midtjylland;5790002274534;86420711
5;80;70874;;CGM XMO;Trøjborg Lægehus;Willemoesgade 13 F;8200;Aarhus N;82;Region Midtjylland;5790001995669;86167688
